case_number,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer
2020-00064956,VIRGINIA AVE & TORONTO AVE,2020-08-08T19:51:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLopes
2020-00502186,53 MARCH ST,2020-08-08T19:38:02.0,8,2020,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,EGreene
2020-00064955,744 BRANCH AVE,2020-08-08T19:37:00.0,8,2020,Trespass,Not Used,No violations,0,ASantos
2020-00502185,58 VINEYARD ST,2020-08-08T18:39:38.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EGreene
2020-00502184,HENRIETTA ST ST 1,2020-08-08T18:38:56.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,EGreene
2020-00502183,345 BLACKSTONE BLVD,2020-08-08T18:31:36.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,EGreene
2020-00064945,BLACKSTONE BLVD & ALFRED STONE RD,2020-08-08T18:21:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JLugo
2020-00064945,BLACKSTONE BLVD & ALFRED STONE RD,2020-08-08T18:21:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLugo
2020-00064936,42 AYRAULT STREET,2020-08-08T18:00:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2020-00064937,154 GALLUP ST,2020-08-08T17:57:00.0,8,2020,Disturbance,Not Used,No violations,0,PHourahan
2020-00064933,64 DEXTER ST,2020-08-08T17:26:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DJohnson
2020-00064933,64 DEXTER ST,2020-08-08T17:26:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DJohnson
2020-00064932,138 KNIGHT ST,2020-08-08T17:23:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00064930,180 WESTMINSTER ST,2020-08-08T17:20:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00502182,46 GESLER ST,2020-08-08T17:12:26.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EGreene
2020-00064913,265 ALTHEA ST,2020-08-08T15:54:00.0,8,2020,Request for Assistance,Not Used,No violations,0,LPelaez
2020-00064906,474 PLAINFIELD ST,2020-08-08T15:32:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LVadney
2020-00064902,187 OCEAN ST,2020-08-08T15:09:00.0,8,2020,Property Damage,Not Used,No violations,0,ASchneider
2020-00064901,51 SILVER SPRING ST,2020-08-08T15:04:00.0,8,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,CBeach
2020-00064899,EDDY ST & WEYBOSSET ST,2020-08-08T15:04:00.0,8,2020,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,JJohnson
2020-00064892,15 METCALF ST,2020-08-08T14:09:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLopes
2020-00064892,15 METCALF ST,2020-08-08T14:09:00.0,8,2020,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,JLopes
2020-00064892,15 METCALF ST,2020-08-08T14:09:00.0,8,2020,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JLopes
2020-00064889,21 MARSHALL ST,2020-08-08T14:04:00.0,8,2020,Lost Article,Not Used,No violations,0,MRudolph
2020-00064878,1634 WESTMINSTER ST,2020-08-08T13:35:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00502181,W LEE ST,2020-08-08T13:24:06.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00502180,17 SW CROWNINSHIELD ST 17,2020-08-08T12:38:06.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AGroot
2020-00064880,3 WHELAN RD,2020-08-08T12:38:00.0,8,2020,Weapons,11-47-51.1,DISCHARGE OF FA OR DEVICE FROM MOTOR VEHICLE,1,MMena-Torres
2020-00064867,64 LAUREL HILL AVE,2020-08-08T12:30:00.0,8,2020,Medical Aid,Not Used,No violations,0,ITavarez
2020-00502179,532 KINSLEY AVE,2020-08-08T12:23:39.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2020-00064866,ELMWOOD AVE & RUTLAND ST,2020-08-08T12:16:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,BBoudreau
2020-00502178,825 N PLAINFEILD SREET D113,2020-08-08T12:13:01.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00064862,28 HARTFORD AVE,2020-08-08T12:07:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ITavarez
2020-00064851,338 MANTON AVE,2020-08-08T11:09:19.0,8,2020,Missing Persons,Not Used,No violations,0,JDalton
2020-00064845,825 CHALKSTONE AVE,2020-08-08T10:26:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ITavarez
2020-00064845,825 CHALKSTONE AVE,2020-08-08T10:26:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,3,ITavarez
2020-00502176,55 JAMES REYNOLDS RD 02777,2020-08-08T09:59:26.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00064839,MAGNOLIA ST & JUDITH ST,2020-08-08T09:59:06.0,8,2020,Auto Towed,Not Used,Parking or MV Violation,0,ITavarez
2020-00502175,14 AFRICA ST,2020-08-08T09:35:43.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00064831,21 MARSHALL ST,2020-08-08T09:13:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MRudolph
2020-00064756,744 BRANCH AVE,2020-08-08T00:31:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DForte
2020-00502174,155 VINTON ST,2020-08-08T00:16:53.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2020-00064750,68 DUNCAN AVE,2020-08-08T00:07:00.0,8,2020,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,VTavarez
2020-00064750,68 DUNCAN AVE,2020-08-08T00:07:00.0,8,2020,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,VTavarez
2020-00064750,68 DUNCAN AVE,2020-08-08T00:07:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,VTavarez
2020-00064736,637 SMITH ST,2020-08-07T23:44:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DUrizar
2020-00064717,265 DUDLEY ST,2020-08-07T22:47:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,RByfield
2020-00064715,190 JEWETT ST,2020-08-07T22:41:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DUrizar
2020-00064715,190 JEWETT ST,2020-08-07T22:41:00.0,8,2020,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DAMAGE,1,DUrizar
2020-00064715,190 JEWETT ST,2020-08-07T22:41:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DUrizar
2020-00064707,136 KNIGHT ST,2020-08-07T22:14:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00064663,248 VERMONT AVE,2020-08-07T20:24:00.0,8,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00502173,86 GENTIAN AVE,2020-08-07T20:12:47.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,AGroot
2020-00064642,509 WASHINGTON ST,2020-08-07T19:04:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00064638,195 LEXINGTON AVE,2020-08-07T18:48:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00064632,101 CRANSTON ST,2020-08-07T18:34:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DJohnson
2020-00064628,244 CHAD BROWN ST,2020-08-07T18:29:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MMena-Torres
2020-00064623,228 NEW YORK AVE,2020-08-07T18:11:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NManfredi
2020-00064623,228 NEW YORK AVE,2020-08-07T18:11:00.0,8,2020,"Assault, Threats",11-42-4,THREATS TO PUBLIC OFFICIALS,1,NManfredi
2020-00064623,228 NEW YORK AVE,2020-08-07T18:11:00.0,8,2020,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,NManfredi
2020-00064613,72 VEAZIE ST,2020-08-07T17:48:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLugo
2020-00502172,147 LEAH ST,2020-08-07T17:45:16.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,AGroot
2020-00064610,97 SUNBURY ST,2020-08-07T17:37:00.0,8,2020,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,NO'Malley
2020-00064614,627 CRANSTON ST,2020-08-07T17:36:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GVargas
2020-00064606,100 SABIN ST,2020-08-07T17:30:00.0,8,2020,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,RAbenante
2020-00502171,18 ONEIL ST,2020-08-07T17:29:33.0,8,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,AGroot
2020-00064602,555 N  MAIN ST,2020-08-07T17:09:00.0,8,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RCarlin
2020-00502170,268 JEWETT ST,2020-08-07T16:51:07.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2020-00064596,95 S & RT 10 WEST,2020-08-07T16:51:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00064569,825 CHALKSTONE AVE,2020-08-07T15:04:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00064564,200 WHITTIER AVE,2020-08-07T14:41:00.0,8,2020,Drug Offenses,21-28-4.01.1-A1,MANUFAC/POSS/DELIVER HEROIN-1OZ-1KG,1,PTesseris
2020-00064564,200 WHITTIER AVE,2020-08-07T14:41:00.0,8,2020,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,PTesseris
2020-00064564,200 WHITTIER AVE,2020-08-07T14:41:00.0,8,2020,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,PTesseris
2020-00502168,127 EASTWOOD AVE,2020-08-07T14:19:35.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00064562,47 STEUBEN ST,2020-08-07T14:10:35.0,8,2020,Medical Aid,Not Used,No violations,0,LAndreozzi
2020-00064559,66 LEDGE ST,2020-08-07T14:04:25.0,8,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JMadeira
2020-00502167,EDDY ST. NEAR BORDEN ST.,2020-08-07T14:02:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00064554,117 PAUL ST,2020-08-07T14:00:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,PCaminero
2020-00502166,10 PROVIDENCE PL,2020-08-07T13:55:26.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00502165,155 ROGER WILLIAMS AVE,2020-08-07T13:32:19.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00064539,10 ROSARIO DR,2020-08-07T13:01:00.0,8,2020,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,ITavarez
2020-00064531,850 MANTON AVE,2020-08-07T12:19:00.0,8,2020,Trespass,Not Used,No violations,0,LTaveras
2020-00502163,637 SMITH ST,2020-08-07T12:02:28.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2020-00064523,25 TOBEY ST,2020-08-07T12:01:38.0,8,2020,Request for Assistance,Not Used,No violations,0,MCaraccia
2020-00064518,189 HAROLD ST,2020-08-07T11:34:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2020-00064519,281 ADMIRAL ST,2020-08-07T11:30:54.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JMadeira
2020-00502162,669 BLACKSTONE BLVD,2020-08-07T11:29:20.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00502160,214 OLNEY ST,2020-08-07T10:49:32.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,AGroot
2020-00502159,EDDY ST AT DUDLEY,2020-08-07T10:27:51.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00064504,593 EDDY ST,2020-08-07T10:00:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,EFernandez
2020-00064503,40 LEANDER ST,2020-08-07T10:00:00.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LTaveras
2020-00502158,182 HARRISON ST,2020-08-07T09:50:11.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AGroot
2020-00502157,BLACKSTONE BOULEVARD,2020-08-07T08:59:57.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2020-00064478,180 POTTERS AVE,2020-08-07T08:16:00.0,8,2020,"Larceny, Purse-snatching",11-41-7,LARCENY FROM THE PERSON - PURSE SNATCHING,1,KShea
2020-00064473,541 SMITH ST,2020-08-07T07:28:00.0,8,2020,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,LTaveras
2020-00064472,156 TEXAS AVE,2020-08-07T07:26:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GScarcello
2020-00064468,KILLINGLY ST,2020-08-07T07:15:00.0,8,2020,Medical Aid,Not Used,No violations,0,ITavarez
2020-00064443,GIFFORD ST & WHITTIER AVE,2020-08-07T02:26:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DRosso
2020-00064437,248 MANTON AVE,2020-08-07T01:40:00.0,8,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,NULL
2020-00064422,29 BRIGHTON ST,2020-08-07T00:32:00.0,8,2020,Vandalism,11-44-22,THROWING ARTICLES AT MOVING VEHICLES - DESTRUCT/VAND,1,DSepe
2020-00064410,136 KNIGHT ST,2020-08-06T23:49:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00502156,575 ACADEMY AVE,2020-08-06T23:44:20.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MClary
2020-00502155,BLACKSTONE BLVD & ALFRED STONE R,2020-08-06T23:23:38.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MClary
2020-00064398,101 GANO ST,2020-08-06T22:36:00.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SHerr
2020-00064391,193 WATERMAN ST,2020-08-06T22:12:00.0,8,2020,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JLugo
2020-00064388,136 KNIGHT ST,2020-08-06T22:02:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00502154,15 FISHER ST,2020-08-06T21:57:04.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MClary
2020-00064382,80 KENTLAND AVE,2020-08-06T21:44:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo
2020-00502153,BLACKSTONE BLVD & ALFRED STONE BLVD,2020-08-06T20:56:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MClary
2020-00502152,322 VEAZIE ST,2020-08-06T20:22:58.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MClary
2020-00502151,47 EAGLE ST,2020-08-06T19:37:20.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MClary
2020-00064336,332 ELMWOOD AVE,2020-08-06T19:16:00.0,8,2020,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,LCastro
2020-00064333,252 HARTFORD AVE,2020-08-06T19:11:00.0,8,2020,Property Damage,Not Used,No violations,0,RHull
2020-00064324,57 BANK ST,2020-08-06T18:31:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00064315,1 PROVIDENCE PL,2020-08-06T17:58:00.0,8,2020,Juvenile Matter,Not Used,No violations,0,RAbenante
2020-00064313,66 HUBER AVE,2020-08-06T17:45:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,MSepe
2020-00064313,66 HUBER AVE,2020-08-06T17:45:00.0,8,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MSepe
2020-00064309,101 LOWELL AVE,2020-08-06T17:42:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADiaz
2020-00064303,43 SALMON ST,2020-08-06T17:16:00.0,8,2020,Assistance Rendered,Not Used,No violations,0,MMena-Torres
2020-00502150,15 GROVE ST,2020-08-06T16:22:39.0,8,2020,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MClary
2020-00064278,73 WINTHROP AVE,2020-08-06T15:57:00.0,8,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00064264,25 HOME AVE,2020-08-06T15:03:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00064261,27 VIEW ST,2020-08-06T14:22:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00064249,1577 WESTMINSTER ST,2020-08-06T13:27:00.0,8,2020,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,DSchiavulli
2020-00064229,ATWELLS AVE & KNIGHT ST,2020-08-06T12:18:00.0,8,2020,Traffic Violation,31-12-12,Local Motor Vehicle Ordinance,1,FTavares
2020-00064218,645 DOUGLAS AVE,2020-08-06T11:41:04.0,8,2020,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JMadeira
2020-00064212,30 ERNEST ST,2020-08-06T11:26:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LTaveras
2020-00064202,GILMORE ST & CRANSTON ST,2020-08-06T10:53:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2020-00064197,113 PARADE ST,2020-08-06T10:29:00.0,8,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,DSchiavulli
2020-00064189,122 PLEASANT ST,2020-08-06T09:54:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,WDickie
2020-00064119,5 AVENUE OF THE ARTS ST,2020-08-06T01:32:15.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADaCruz
2020-00502148,104 MERINO ST,2020-08-05T21:38:16.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia
2020-00502146,12 E  GEORGE ST,2020-08-05T16:58:29.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2020-00063973,523 CRANSTON ST,2020-08-05T16:32:00.0,8,2020,Request for Assistance,Not Used,No violations,0,LPelaez
2020-00063968,2 DUDLEY ST,2020-08-05T16:09:00.0,8,2020,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,GPereira
2020-00502144,214 LOWELL AVE,2020-08-05T13:17:45.0,8,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2020-00063900,22 VIOLA ST,2020-08-05T12:17:31.0,8,2020,Request for Assistance,Not Used,No violations,0,JDalton
2020-00063579,499 CRANSTON ST,2020-08-04T15:49:00.0,8,2020,Suspicious Person,Not Used,No violations,0,LPelaez
2020-00062154,ATWELLS AVE & DEPASQUALE AVE,2020-07-31T08:20:32.0,7,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,LAndreozzi
2020-00061680,VINEYARD ST & POTTERS AVE,2020-07-29T15:54:07.0,7,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JDeschamps
2020-00061421,8 FLORA ST,2020-07-28T18:04:00.0,7,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EBreault
2020-00060613,248 ATWELLS AVE,2020-07-26T01:45:00.0,7,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,4,CVieira
2020-00060525,325 WASHINGTON ST,2020-07-25T22:14:00.0,7,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,2,PSalmons
2020-00068503,79 ROGER WILLIAMS CT,2020-08-20T02:01:00.0,8,2020,RI Statute Violation,11-32-3,OBSTRUCTION OF THE JUDICIAL SYSTEM,1,EEspinal
2020-00068503,79 ROGER WILLIAMS CT,2020-08-20T02:01:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EEspinal
2020-00068503,79 ROGER WILLIAMS CT,2020-08-20T02:01:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY-3RD OFFENSE,1,EEspinal
2020-00068499,37 MARIETTA ST,2020-08-20T01:36:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,NColicci
2020-00068488,INDIA POINT,2020-08-20T00:58:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00068465,138 KNIGHT ST,2020-08-19T22:58:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068462,136 KNIGHT ST,2020-08-19T22:37:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068459,136 KNIGHT ST,2020-08-19T22:28:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068456,136 KNIGHT ST,2020-08-19T22:18:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068436,101 ADELAIDE AVE,2020-08-19T20:59:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,ALevesque
2020-00068434,322 BROAD ST,2020-08-19T20:54:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AFrancis
2020-00068425,136 KNIGHT ST,2020-08-19T20:39:00.0,8,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00068408,61 MARCH ST,2020-08-19T19:38:00.0,8,2020,Extortion,11-42-2,EXTORTION AND BLACKMAIL,1,MMena-Torres
2020-00068407,627 CRANSTON ST,2020-08-19T19:32:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GVargas
2020-00068406,247 THURBERS AVE,2020-08-19T19:31:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AFrancis
2020-00068406,247 THURBERS AVE,2020-08-19T19:31:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2,AFrancis
2020-00068395,80 GALLUP ST,2020-08-19T19:01:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ASchneider
2020-00068395,80 GALLUP ST,2020-08-19T19:01:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ASchneider
2020-00068395,80 GALLUP ST,2020-08-19T19:01:00.0,8,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ASchneider
2020-00068413,23 INKERMAN ST,2020-08-19T18:47:00.0,8,2020,Medical Aid,Not Used,No violations,0,TCalandra
2020-00068381,108 DORA ST,2020-08-19T18:16:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ITorres
2020-00068381,108 DORA ST,2020-08-19T18:16:00.0,8,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ITorres
2020-00068378,65 LONGWOOD AVE,2020-08-19T18:08:00.0,8,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00068377,24 TAPPAN ST,2020-08-19T17:54:00.0,8,2020,Juvenile Matter,Not Used,No violations,0,TCalandra
2020-00068372,106 VINTON ST,2020-08-19T17:51:00.0,8,2020,Property Damage,Not Used,No violations,0,Central Station
2020-00068371,37 TRASK ST,2020-08-19T17:47:00.0,8,2020,Suspicious Person,Not Used,No violations,0,ASchneider
2020-00068370,440 SMITHFIELD AVE,2020-08-19T17:46:00.0,8,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SMarmas
2020-00502291,122 ONTARIO ST,2020-08-19T16:49:52.0,8,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2020-00068357,CHALKSTONE AVE & SMITH ST,2020-08-19T16:28:00.0,8,2020,Auto Towed,Not Used,Parking or MV Violation,0,EBreault
2020-00502290,33 GENEVA ST,2020-08-19T15:59:20.0,8,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia
2020-00068338,17 SWEETBRIAR ST,2020-08-19T15:29:00.0,8,2020,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,EBreault
